Event ID,Paragraph ID,Article ID,Head labels,Relation label,Tail labels,Head text,Relation text,Tail text,Sentence text,Group_relation_label
665,146,13,imaging technique,CAUSES,imaging technique,tomographic imaging,convert into,tomographic images,tomographic imaging convert into tomographic images,CAUSES
666,146,13,imaging technique,AND,imaging technique,single-photon emission CT (SPECT),examples include,positron-emission tomography (PET),single-photon emission CT (SPECT) examples include positron-emission tomography (PET),AND
667,147,13,"treatment, diagnostic tool",IMPLIES,"treatment, diagnostic tool",CT,provides better differentiation between various soft-tissue densities than do,x-rays,CT provides better differentiation between various soft-tissue densities than do x-rays,IMPLIES
668,147,13,"treatment, diagnostic tool",CAUSES,"preference, diagnostic tool",CT provides so much more information,it is preferred to,"conventional x-rays for imaging most intracranial, head and neck, spinal, intrathoracic, and intra-abdominal structures","CT provides so much more information it is preferred to conventional x-rays for imaging most intracranial, head and neck, spinal, intrathoracic, and intra-abdominal structures",CAUSES
669,147,13,"diagnostic tool, imaging technique",IMPLIES,"surgical planning, treatment",Three-dimensional images of lesions,can help,surgeons plan surgery,Three-dimensional images of lesions can help surgeons plan surgery,IMPLIES
670,148,13,"treatment, diagnostic tool",IMPLIES,condition,CT,is the most accurate study for detecting and localizing,urinary calculi,CT is the most accurate study for detecting and localizing urinary calculi,IMPLIES
671,149,13,"treatment, procedure",IMPLIES,"condition, diagnosis",Noncontrast CT,is used to detect,acute hemorrhage in the brain,Noncontrast CT is used to detect acute hemorrhage in the brain,IMPLIES
672,149,13,"treatment, procedure",IMPLIES,"condition, diagnosis",Noncontrast CT,is used to detect,urinary calculi,Noncontrast CT is used to detect urinary calculi,IMPLIES
673,149,13,"treatment, procedure",IMPLIES,"condition, diagnosis",Noncontrast CT,is used to detect,lung nodules,Noncontrast CT is used to detect lung nodules,IMPLIES
674,149,13,"treatment, procedure",IMPLIES,"condition, diagnosis",Noncontrast CT,is used to characterize,bone fractures and other skeletal abnormalities,Noncontrast CT is used to characterize bone fractures and other skeletal abnormalities,IMPLIES
675,149,13,"treatment, procedure",IMPLIES,"condition, diagnosis",IV contrast CT,is used to improve imaging of,tumors,IV contrast CT is used to improve imaging of tumors,IMPLIES
676,149,13,"treatment, procedure",IMPLIES,"condition, diagnosis",IV contrast CT,is used to improve imaging of,infection,IV contrast CT is used to improve imaging of infection,IMPLIES
677,149,13,"treatment, procedure",IMPLIES,"condition, diagnosis",IV contrast CT,is used to improve imaging of,inflammation,IV contrast CT is used to improve imaging of inflammation,IMPLIES
678,149,13,"treatment, procedure",IMPLIES,"condition, diagnosis",IV contrast CT,is used to improve imaging of,trauma in soft tissues,IV contrast CT is used to improve imaging of trauma in soft tissues,IMPLIES
679,149,13,"treatment, procedure",IMPLIES,"condition, diagnosis",IV contrast CT,is used to assess,the vascular system,IV contrast CT is used to assess the vascular system,IMPLIES
680,149,13,"treatment, procedure",IMPLIES,"condition, diagnosis",IV contrast CT,is used when,pulmonary embolism is suspected,IV contrast CT is used when pulmonary embolism is suspected,IMPLIES
681,149,13,"treatment, procedure",IMPLIES,"condition, diagnosis",IV contrast CT,is used when,aortic aneurysm is suspected,IV contrast CT is used when aortic aneurysm is suspected,IMPLIES
682,149,13,"treatment, procedure",IMPLIES,"condition, diagnosis",IV contrast CT,is used when,aortic dissection is suspected,IV contrast CT is used when aortic dissection is suspected,IMPLIES
683,150,13,"treatment, procedure",USES,"treatment, substance",abdominal imaging,uses,oral or occasionally rectal contrast,abdominal imaging uses oral or occasionally rectal contrast,USES
684,150,13,"treatment, procedure",USES,"treatment, substance",abdominal imaging,uses,gas,abdominal imaging uses gas,USES
685,150,13,"treatment, substance",CAUSES,"symptom, condition",gas,causes,distend the lower gastrointestinal (GI) tract,gas causes distend the lower gastrointestinal (GI) tract,CAUSES
686,150,13,"treatment, substance",IMPLIES,"diagnostic, procedure",contrast in the GI tract,implies,distinguish the GI tract from surrounding structures,contrast in the GI tract implies distinguish the GI tract from surrounding structures,IMPLIES
687,150,13,"treatment, substance",STANDARD,"treatment, substance",standard oral contrast,is,barium-based,standard oral contrast is barium-based,OR
688,150,13,"condition, risk factor",THRESHOLD,"treatment, substance",intestinal perforation,threshold for using,low-osmolar iodinated contrast,intestinal perforation threshold for using low-osmolar iodinated contrast,THRESHOLD
689,151,13,"treatment, procedure",IMPLIES,"symptom, condition",Virtual (CT) colonoscopy,can show,colon polyps and colon mucosal lesions as small as 5 mm,Virtual (CT) colonoscopy can show colon polyps and colon mucosal lesions as small as 5 mm,IMPLIES
690,151,13,"treatment, procedure",IMPLIES,"treatment, procedure",Virtual (CT) colonoscopy,is an alternative to,conventional colonoscopy,Virtual (CT) colonoscopy is an alternative to conventional colonoscopy,IMPLIES
691,151,13,"treatment, procedure",CAUSES,symptom,Virtual (CT) colonoscopy,is more comfortable than,conventional colonoscopy,Virtual (CT) colonoscopy is more comfortable than conventional colonoscopy,CAUSES
692,151,13,"treatment, procedure",IMPLIES,"treatment, procedure",Virtual (CT) colonoscopy,"provides clearer, more detailed images than",conventional lower gastrointestinal (GI) series,"Virtual (CT) colonoscopy provides clearer, more detailed images than conventional lower gastrointestinal (GI) series",IMPLIES
693,151,13,"treatment, procedure",NEGATES,"treatment, procedure",Virtual (CT) colonoscopy,does not require,conscious sedation,Virtual (CT) colonoscopy does not require conscious sedation,NEGATES
694,151,13,"treatment, procedure",IMPLIES,condition,Virtual (CT) colonoscopy,can show,extrinsic soft-tissue masses,Virtual (CT) colonoscopy can show extrinsic soft-tissue masses,IMPLIES
695,151,13,"treatment, procedure",IMPLIES,condition,Virtual (CT) colonoscopy,visualizes the entire colon,"in contrast, conventional colonoscopy does not allow the right colon to be evaluated completely in about 1 in 10 patients","Virtual (CT) colonoscopy visualizes the entire colon in contrast, conventional colonoscopy does not allow the right colon to be evaluated completely in about 1 in 10 patients",IMPLIES
696,152,13,"condition, procedure",CAUSES,"disadvantage, limitation",virtual colonoscopy,include,inability to biopsy the polyps at the time of examination,virtual colonoscopy include inability to biopsy the polyps at the time of examination,CAUSES
697,152,13,"condition, procedure",CAUSES,"disadvantage, risk factor",virtual colonoscopy,include,radiation exposure,virtual colonoscopy include radiation exposure,CAUSES
698,153,13,"treatment, procedure",USES,"treatment, substance",CT enterography,uses,low-density oral contrast agent,CT enterography uses low-density oral contrast agent,USES
699,154,13,"treatment, diagnostic procedure",IMPLIES,condition,CT enterography,is used to identify,inflammatory bowel disease,CT enterography is used to identify inflammatory bowel disease,IMPLIES
700,154,13,diagnostic procedure,AND,treatment,CT enterography,often involves,using IV contrast,CT enterography often involves using IV contrast,AND
701,154,13,diagnostic procedure,IMPLIES,procedure,CT enterography,obtains,thin-slice high-resolution CT images of the entire abdomen and pelvis,CT enterography obtains thin-slice high-resolution CT images of the entire abdomen and pelvis,IMPLIES
702,154,13,procedure,IMPLIES,procedure,thin-slice high-resolution CT images,are reconstructed in,"multiple anatomic planes, forming 3-dimensional reconstructions","thin-slice high-resolution CT images are reconstructed in multiple anatomic planes, forming 3-dimensional reconstructions",IMPLIES
703,155,13,"treatment, diagnostic procedure",IMPLIES,"condition, disorder",CT enterography,can be used to detect and evaluate,disorders other than inflammatory bowel disease,CT enterography can be used to detect and evaluate disorders other than inflammatory bowel disease,IMPLIES
704,155,13,"condition, disorder",INCLUDES,"condition, obstruction",disorders other than inflammatory bowel disease,including,lesions obstructing the small intestine,disorders other than inflammatory bowel disease including lesions obstructing the small intestine,IMPLIES
705,155,13,"condition, disorder",INCLUDES,"condition, tumor",disorders other than inflammatory bowel disease,including,tumors,disorders other than inflammatory bowel disease including tumors,IMPLIES
706,155,13,"condition, disorder",INCLUDES,"condition, abscess",disorders other than inflammatory bowel disease,including,abscesses,disorders other than inflammatory bowel disease including abscesses,IMPLIES
707,155,13,"condition, disorder",INCLUDES,"condition, fistula",disorders other than inflammatory bowel disease,including,fistulas,disorders other than inflammatory bowel disease including fistulas,IMPLIES
708,155,13,"condition, disorder",INCLUDES,"condition, bleeding source",disorders other than inflammatory bowel disease,including,bleeding sources,disorders other than inflammatory bowel disease including bleeding sources,IMPLIES
709,156,13,"treatment, procedure",IMPLIES,"condition, diagnostic tool",CT IV pyelography (CT IVP) or urography,involves,"IV contrast injection to produce detailed images of the kidneys, ureters, and bladder","CT IV pyelography (CT IVP) or urography involves IV contrast injection to produce detailed images of the kidneys, ureters, and bladder",IMPLIES
710,156,13,"treatment, procedure",CAUSES,process,IV contrast,concentrates in,"the kidneys and is excreted into the renal-collecting structures, ureters, and bladder","IV contrast concentrates in the kidneys and is excreted into the renal-collecting structures, ureters, and bladder",CAUSES
711,156,13,"treatment, procedure",IMPLIES,outcome,Multiple CT images are obtained,producing,high-resolution images of the urinary tract during maximal contrast opacification,Multiple CT images are obtained producing high-resolution images of the urinary tract during maximal contrast opacification,IMPLIES
712,156,13,"treatment, procedure",REPLACES,"treatment, procedure",CT urography,has replaced,conventional IV urography in most institutions,CT urography has replaced conventional IV urography in most institutions,CLASSIFICATION
713,157,13,"treatment, procedure",IMPLIES,"treatment, procedure",CT angiography,"is a safer, less invasive alternative to",conventional angiography,"CT angiography is a safer, less invasive alternative to conventional angiography",IMPLIES
714,158,13,"treatment, risk factor",CAUSES,risk factor,multiple CT scans,placing the patient at potential risk,high total radiation dose,multiple CT scans placing the patient at potential risk high total radiation dose,CAUSES
715,158,13,condition,IMPLIES,treatment,recurrent urinary tract stones,are most likely to have,multiple CT scans,recurrent urinary tract stones are most likely to have multiple CT scans,IMPLIES
716,158,13,condition,IMPLIES,treatment,major trauma,are most likely to have,multiple CT scans,major trauma are most likely to have multiple CT scans,IMPLIES
717,158,13,treatment,THRESHOLD,risk factor,one abdomen/pelvis CT,is equal to approximately,385 single-view chest x-rays,one abdomen/pelvis CT is equal to approximately 385 single-view chest x-rays,THRESHOLD
718,158,13,risk factor,NEGATES,benefit,risk of radiation exposure,versus,benefit of the examination,risk of radiation exposure versus benefit of the examination,NEGATES
719,159,13,"treatment, procedure",IMPLIES,risk factor,CT scanning,use the lowest radiation dose possible,lowered radiation exposure,CT scanning use the lowest radiation dose possible lowered radiation exposure,IMPLIES
